,GSM2571735,GSM2571736,GSM2571737,GSM2571738,GSM2571739,GSM2571740,GSM2571741,GSM2571742,GSM2571743,GSM2571744,GSM2571745,GSM2571746
ACTL6B,8.122881165,8.215694371,8.115587659,8.284581726,8.112223341,8.031032428,8.345389027,8.371736858,8.418467017,8.507089789,8.362541634,8.381989058
ACTL7B,7.016214567,7.0154455,7.015401184,7.015622485,7.015760201,7.015745663,7.015535205,7.015816241,7.015601381,7.0150737,7.015421113,7.015689273
ACTN1,10.6452711,10.78333354,10.22278926,9.665770517,10.21790474,10.44825562,10.08989283,9.713799312,9.962647291,9.994575233,9.98372491,9.681329111
ACTN2,6.918695154,6.936771616,6.767706155,6.952080568,6.737317916,6.729413052,6.933055463,7.27224911,7.225158028,7.273601481,7.379214059,7.337222716
ACTN3,6.613551006,6.613557863,6.613195305,6.613279062,6.613598974,6.613551622,6.61371927,6.613436502,6.613256349,6.612977768,6.613256209,6.613207301
ACTN4,9.048413794,8.976554592,9.055593155,8.967704105,9.063121676,9.110926267,9.004466188,8.906749968,8.879151305,8.892323203,8.889682391,8.877822261
ACTR10,9.855830326,9.584826779,9.87312079,9.701039634,9.756455012,9.830688925,9.719964494,9.645348385,9.520711539,9.585289713,9.618226142,9.620133017
ACTR1A,9.787357312,9.787490474,9.787461514,9.787352386,9.787563252,9.787580403,9.787381589,9.787387357,9.787389425,9.787544682,9.787496259,9.787356051
ACTR1B,9.98684867,9.986909952,9.98677253,9.986612766,9.986774149,9.986921598,9.986817506,9.986711781,9.986725072,9.986704877,9.986798993,9.986721192
ACTR2,11.64467748,11.64468721,11.64481007,11.64469029,11.64461032,11.64458381,11.64461143,11.6446928,11.64455228,11.64460536,11.64455866,11.64458992
ACTR3,10.53804654,10.53796394,10.53791367,10.53780508,10.53798861,10.5380549,10.53786624,10.53778217,10.53778644,10.53781077,10.53779552,10.53776312
ACTR5,7.221793243,7.222238753,7.221604038,7.221904488,7.221636585,7.222300999,7.221751678,7.221612813,7.221861562,7.221804334,7.221964162,7.221870366
ACTR6,9.001931373,9.001711225,9.00212101,9.001839292,9.001981512,9.00177837,9.001788648,9.00180328,9.001950675,9.001731434,9.001887284,9.001952659
ACTR8,9.059314616,9.059323566,9.059528551,9.059480102,9.059588984,9.059204245,9.059202185,9.059662899,9.059492477,9.05966954,9.059061976,9.059741395
ACVR1,8.585894946,8.571246708,8.375017092,7.962681513,8.37611144,8.304737023,8.367522888,8.200938407,8.147250559,8.177219461,8.147988734,8.145562624
ACVR1C,7.536147333,7.110336378,7.67303713,7.23878602,7.462861957,7.45229947,7.455205721,7.380508654,7.214656105,7.156374215,7.116897631,7.244337101
ACVR2A,7.735621089,7.73527166,7.735702728,7.735466193,7.73566287,7.735520867,7.735292366,7.735435163,7.735345197,7.7353181,7.735385183,7.735425406
ACVR2B,7.347917123,7.349130807,7.348209889,7.350224484,7.34824169,7.348283072,7.349292775,7.35028651,7.35077607,7.350813095,7.350526328,7.349903809
ACVRL1,6.947284529,7.150802874,7.14051092,6.759044916,7.102198271,7.21212049,6.901118386,6.720930184,6.999795379,7.0324457,6.857364301,6.946114006
ACY1,8.66368929,8.66381492,8.664028927,8.664252413,8.663756475,8.663934985,8.664077172,8.663919989,8.664051398,8.664199159,8.664063185,8.663980916
ACY3,6.823821435,6.89183578,6.952921813,7.17507887,7.090194225,6.941296162,7.027854218,7.059401261,7.090557691,7.186696335,7.095997941,7.277481358
ACYP1,9.184660428,8.965127065,9.448236701,9.299362083,9.130389987,9.121032315,9.285998727,9.184700769,9.130149929,9.199373849,9.195602086,9.296694874
ACYP2,9.52268054,8.990786731,9.769810268,9.315809845,9.340645401,9.201264636,9.285850694,9.626352924,9.052695374,8.789464298,9.336812859,9.357899517
ADA,7.03325209,6.780530918,7.247160885,6.827326882,7.267189622,7.230716978,6.931973502,6.688949556,6.515651419,6.539974155,6.639364578,6.842411101
ADAL,5.867136439,5.867280544,5.866858371,5.867097699,5.867059663,5.866532826,5.866898002,5.867116729,5.867020619,5.867105727,5.866880085,5.867210039
ADAM10,8.090112129,7.762887553,8.271578944,8.235332663,8.255626241,8.178903333,8.041035621,8.050180879,7.868872257,7.857254761,7.952512373,8.045831166
ADAM11,8.171568881,8.842503509,8.029501636,8.742210823,8.143648769,7.899636402,8.607830216,8.857932144,9.190308466,9.324248183,8.89474346,8.676136339
ADAM15,8.024605726,8.024549488,8.024591851,8.024314483,8.024439355,8.024721777,8.024274364,8.023992775,8.024257946,8.024479825,8.02414655,8.024260241
ADAM17,7.980865707,8.274605287,8.251957891,8.00718262,8.23316441,8.369842235,7.939749806,7.756129951,8.087007893,8.08602485,7.957342244,7.859367639
ADAM18,6.629713598,6.629620837,6.629483201,6.62966833,6.629779949,6.629744027,6.629865948,6.62969205,6.62966408,6.629796711,6.629708239,6.629708891
ADAM19,7.827153234,7.827618895,7.826644111,7.826894272,7.827390711,7.827105568,7.827080496,7.826790554,7.827016195,7.826826459,7.826981323,7.82679673
ADAM1A,7.629171733,7.629407238,7.628994277,7.629145339,7.629112113,7.629207538,7.629192166,7.629357134,7.62958755,7.629375178,7.629430804,7.629252968
ADAM2,6.31697409,6.3170972,6.316807861,6.316818751,6.317076102,6.317042575,6.317213136,6.317189976,6.316794839,6.31685341,6.317105686,6.317301208
ADAM22,9.836037127,10.43148009,9.842855333,10.33525056,9.924663015,9.690353575,10.11471134,10.61356913,10.73490825,10.66959653,10.63788441,10.54391636
ADAM23,6.920894232,6.920957558,6.920719789,6.920571005,6.920856468,6.920871771,6.920933698,6.920946947,6.920963371,6.920975681,6.920702068,6.920854961
ADAM32,6.526642323,6.526800985,6.526348611,6.526757058,6.526811582,6.526152421,6.526626982,6.526934703,6.52713061,6.526802245,6.526686195,6.526641127
ADAM33,6.749973991,6.750171768,6.749967324,6.750183494,6.749919257,6.749965755,6.749905069,6.749996451,6.750246165,6.750171698,6.750041277,6.750164716
ADAM3A,6.854099991,6.854129794,6.85369572,6.853797749,6.854129752,6.854024725,6.853941762,6.854180667,6.854081592,6.853948578,6.854261667,6.854164583
ADAM4,6.481619555,7.599047201,6.362208328,6.768386901,6.470998228,6.490302766,6.39714753,6.93763388,7.718312905,7.713635683,7.569703374,6.69502952
ADAM6,6.146059107,6.146327761,6.145863368,6.146016172,6.146117795,6.145988149,6.146000999,6.146260417,6.146190074,6.146309332,6.146194552,6.146262597
ADAM7,6.531021848,6.530566117,6.52979482,6.530344238,6.530702013,6.530815848,6.530603142,6.530826727,6.530512968,6.529535267,6.530284954,6.530550165
ADAM8,6.644927718,6.644983689,6.644746142,6.644819653,6.645007867,6.644896727,6.644964555,6.644921059,6.645010483,6.64488884,6.644873883,6.645001504
ADAM9,6.748569365,6.748457348,6.749000229,6.748567436,6.749060951,6.74879441,6.748742304,6.747909747,6.7482792,6.748073733,6.748601562,6.748416696
ADAMTS1,9.634219413,9.529031836,9.511302004,8.036173002,9.888928163,9.74414668,9.672402201,6.903548112,7.020554067,6.966813374,6.73514877,6.994313016
ADAMTS10,7.115051489,7.115481255,7.115291364,7.115700399,7.115376592,7.115467624,7.115263214,7.115469737,7.115742186,7.115675751,7.115658509,7.115476316
ADAMTS12,6.7033986,6.703560245,6.703552314,6.703125757,6.702972739,6.703586576,6.703083843,6.703091985,6.703145477,6.703320363,6.703035896,6.703300881
ADAMTS15,7.183493238,7.183837741,7.183643705,7.183855995,7.183721294,7.18365283,7.18370395,7.183953333,7.184088941,7.184085951,7.184009044,7.183942485
ADAMTS16,6.360068612,6.360174844,6.360206905,6.359749498,6.360165551,6.360088946,6.360190511,6.35981721,6.360071617,6.35999031,6.359909811,6.359801591
ADAMTS19,6.365368848,6.365676107,6.365145181,6.365459949,6.365334329,6.36540831,6.365542029,6.365646077,6.365999962,6.365882135,6.365947005,6.365671219
ADAMTS4,8.606538194,9.192344211,8.825050618,8.486078703,8.746368154,8.877789515,8.702557657,8.324899272,8.446817501,8.59538399,8.471040302,8.381950822
ADAMTS5,6.855453413,6.650932208,6.968377049,6.55935378,6.799176788,7.021807923,6.608451357,6.55927469,6.558992803,6.558840993,6.559334689,6.559053708
ADAMTS6,6.374057117,6.373878887,6.373911966,6.373913294,6.373903147,6.374060734,6.373912925,6.374325658,6.373983528,6.374022387,6.374089088,6.3742699
ADAMTS7,7.512493407,7.51228613,7.512247884,7.511867119,7.5125055,7.512570668,7.512144936,7.511686755,7.51171983,7.511600731,7.511751276,7.511796582
ADAMTS8,6.574051163,6.574205289,6.573964731,6.573770755,6.57404052,6.574090291,6.573874443,6.574027709,6.573999247,6.574116595,6.573668688,6.573776374
ADAMTS9,7.663984734,7.900549888,7.463832842,7.029436928,7.574505802,7.625669659,7.553203133,6.723849909,6.757161533,6.794992405,6.811232251,6.773609679
ADAMTSL1,7.027105732,7.027056153,7.027122457,7.027284714,7.027558235,7.027207599,7.026935581,7.027362801,7.027474958,7.027420931,7.027167594,7.02758904
ADAMTSL2,7.479332383,7.478966102,7.478807249,7.4792405,7.479171518,7.478745204,7.479488611,7.479462271,7.479709432,7.479766211,7.479048892,7.479548061
ADAMTSL4,7.441265841,7.441400429,7.442447214,7.441701609,7.44153171,7.441577349,7.44121789,7.441631462,7.441704353,7.441106719,7.442330062,7.442208294
ADAMTSL5,6.756157073,6.756692352,6.756300015,6.756492536,6.756413848,6.756375175,6.75660288,6.756635334,6.756526116,6.756452172,6.756300905,6.756479153
ADAP1,8.40208118,8.800848176,8.253072024,8.458406231,8.182901475,8.159365089,8.411774614,8.658975424,8.812153568,8.918020711,8.842925351,8.617191427
ADAP2,7.476264179,7.476156863,7.476639217,7.476842678,7.476336946,7.476588055,7.476250038,7.476116433,7.476175084,7.476489215,7.476351193,7.4765272
ADAR,8.393098584,8.761677809,8.35811123,8.494611533,8.365617522,8.284104716,8.50665228,8.757313012,8.87030474,8.858348653,8.783147915,8.653889099
ADARB1,10.85716833,10.99181109,10.83073632,10.49569103,10.82156266,10.58505558,10.59946766,10.74254561,10.87622668,10.82475818,10.84006613,10.67997443
ADARB2,6.603833405,6.603779003,6.60376215,6.603813377,6.603805959,6.603830367,6.603808083,6.603876547,6.603819493,6.603868165,6.603855321,6.603869645
ADAT3,7.430039389,7.429980647,7.429752297,7.430060367,7.430088795,7.430135341,7.43015985,7.430134861,7.429944305,7.43003984,7.430057641,7.430048279
ADCK1,7.243633084,7.243490562,7.243549127,7.24315851,7.243633028,7.243671886,7.243636435,7.243678792,7.243753241,7.2435155,7.243588882,7.243531329
ADCK2,7.260266303,7.260688038,7.260742272,7.26064999,7.260588867,7.260502862,7.260482539,7.260775678,7.261032942,7.261119666,7.260982057,7.260672788
ADCK3,7.632249076,7.823452671,7.97298999,8.054611865,7.936824779,7.673352213,7.91366003,8.17805856,8.320952352,8.350872308,8.225448818,8.240673703
ADCK4,8.948828167,8.819739982,8.91619443,8.315039088,8.87969262,9.08473582,8.812726592,8.155674011,8.202973625,8.206896378,8.249438161,8.21506651
ADCK5,7.698601076,7.698870968,7.698774735,7.698792666,7.698863892,7.698742679,7.698732873,7.69875755,7.699011778,7.699063427,7.69888628,7.698880019
ADCY10,6.574241136,6.573815364,6.573842812,6.573188776,6.573354982,6.574201402,6.57433383,6.57409252,6.573523094,6.573469369,6.574151375,6.574477625
ADCY2,9.27719461,9.416037015,9.179536724,9.340832666,9.485766476,9.152182355,9.275426267,9.629147666,9.642664587,9.698485551,9.583938948,9.585776553
ADCY3,8.539518983,8.79861174,8.533001299,8.566625949,8.580802043,8.528219545,8.631774043,8.67216311,8.812032144,8.803813017,8.777744356,8.698469509
ADCY4,6.772945445,6.840438011,6.851223854,6.473038591,6.860239705,6.908476073,6.650224063,6.384421311,6.50384041,6.444899846,6.428678351,6.4390267
ADCY5,7.555398417,7.730830386,7.618834847,7.704252408,7.563386071,7.500339706,7.689441123,8.023672333,8.172365379,8.185814963,8.087009071,8.023310146
ADCY6,7.852825379,7.86810128,7.861144164,7.871203593,7.863011479,7.867410574,7.867102908,7.867970412,7.872011966,7.870852283,7.877493703,7.868345433
ADCY8,7.413257477,7.058246595,7.28808468,7.23118759,7.317251332,7.001885027,7.023124037,7.321267281,7.683395601,7.523537687,7.383876016,7.284067514
ADCY9,6.385104598,7.12196406,6.361368943,6.750544376,6.346384129,6.35357975,6.588637337,6.841137245,7.635049695,7.48768078,7.388405135,6.717682245
ADCYAP1,9.713423515,9.147119626,8.888213477,8.257568308,9.067226092,8.703366746,8.408817799,8.498335219,8.607367478,8.687291686,8.609497869,8.604110031
ADCYAP1R1,9.059480126,9.560664741,9.145441775,9.478430237,9.126008078,9.11295873,9.29264638,9.692020826,9.835639857,9.863614068,9.831864109,9.529530725
ADD1,10.13503899,10.1352725,10.13526214,10.13535625,10.13538746,10.13533489,10.13553461,10.13531344,10.13539184,10.1354107,10.13543097,10.13528954
ADD2,6.445926964,6.445887519,6.445699978,6.445623277,6.44576677,6.445843989,6.445836911,6.445742287,6.445735582,6.445772964,6.445741594,6.445654215
ADD3,10.1582171,10.31679675,10.21478224,10.32679538,10.1507623,10.18653767,10.3202611,10.28250356,10.36960191,10.34390462,10.3217911,10.29627006
ADH1,6.609079608,6.724293441,6.711451809,6.81075934,6.676757657,7.093340246,6.650088995,6.723145941,6.618878744,6.516899797,6.899506136,6.82740014
ADH4,6.173461314,6.172644167,6.173325635,6.172850883,6.173509563,6.173143614,6.173309196,6.172916018,6.172297711,6.171462203,6.172088586,6.172616663
ADH5,9.671187575,9.671042704,9.67138845,9.671425572,9.671276312,9.671268804,9.671343316,9.671251101,9.671226052,9.671300428,9.671297493,9.671340524
ADH6A,6.438821933,6.438767393,6.438788469,6.438690292,6.43880294,6.438688414,6.438815744,6.438818506,6.438863912,6.438904926,6.438764663,6.438669846
ADH7,5.966168235,5.966435825,5.966534917,5.966315987,5.966652559,5.966099135,5.966312917,5.966999566,5.966357906,5.966409455,5.966091717,5.966048131
ADHFE1,8.750947045,8.569268784,8.531301032,9.188363684,8.499048138,8.398996853,8.872516874,9.065365508,9.176659874,9.22855724,9.122941223,9.289370539
ADI1,8.536624054,8.257208884,8.535932915,8.710149388,8.693351525,8.572250668,8.631043005,8.882444966,8.761141762,8.59189946,8.53421894,8.844572272
ADIPOQ,6.63155835,6.630716413,6.630772278,6.631916265,6.632113766,6.631157235,6.63141282,6.632708264,6.631827023,6.631403774,6.631695037,6.633367706
ADIPOR1,10.18406582,9.944518242,10.13981614,9.826326722,10.07256404,10.22311962,9.885627638,9.675352674,9.640002362,9.692777635,9.719514872,9.739329379
ADIPOR2,8.36330119,8.163251334,8.611007214,8.495596165,8.369519714,8.556913514,8.409806821,8.129802008,8.013364058,8.123020884,8.197286299,8.214448413
ADK,9.651538483,9.818503995,9.746494425,10.03881723,9.706179521,9.742327028,9.813096882,9.983066573,10.07961456,10.04434429,10.05512289,10.04965169
ADM,7.801485266,7.501873064,7.53105586,7.051145128,7.929584119,7.571261836,8.198107662,6.610245556,6.431369145,6.618816246,6.619239568,6.669770167
ADNP,9.885797488,10.13111397,10.01395421,10.09661756,10.09650224,10.08817297,9.94237817,10.19849338,10.33409436,10.25682385,10.25886164,10.18918584
ADNP2,7.97247899,7.972711849,7.972746946,7.972461884,7.972538473,7.972469415,7.972486232,7.972745986,7.972945037,7.972921406,7.972846946,7.972705188
ADO,6.615664237,6.615193779,6.615207363,6.615169397,6.615302816,6.615276722,6.615088792,6.615305562,6.615217036,6.614784562,6.61523514,6.615379839
ADORA1,8.521194122,8.650817232,8.504867603,8.54641955,8.395130721,8.504622052,8.633221229,8.452265934,8.377102495,8.435220287,8.506625566,8.520255271
ADORA2A,7.168891893,7.503589508,7.218843185,7.38527729,7.148475421,7.025995454,7.294144035,8.254335949,8.325359726,8.34720309,8.374507917,8.178672935
ADORA2B,7.439884404,7.439838114,7.440113801,7.440175111,7.440122867,7.440349764,7.43999824,7.44023318,7.440411332,7.440245365,7.439961707,7.440495505
ADORA3,6.543439694,6.543445331,6.54324052,6.543503404,6.543255715,6.543247044,6.543463338,6.543620017,6.543558298,6.543466296,6.543464093,6.543693605
ADPGK,8.9837947,8.843461676,8.929094601,8.777799784,8.858965084,8.852280278,8.811104936,8.432488345,8.969418969,8.915707072,8.940095614,8.979921506
ADPRH,8.416531016,8.416529034,8.416913667,8.416913737,8.416858959,8.416661003,8.416708221,8.416979659,8.41684899,8.417110208,8.41692544,8.416900363
ADPRHL1,6.654360885,6.654277717,6.654034819,6.654344746,6.654141977,6.654161095,6.654150792,6.654211802,6.654241254,6.653959358,6.654216869,6.654589317
ADPRHL2,8.295319183,8.294970772,8.295369506,8.294556956,8.295234861,8.295467511,8.295248014,8.294338034,8.29440436,8.294694849,8.294219702,8.294306113
ADPRM,8.486425233,8.470221849,8.567642063,8.567338903,8.571763349,8.648487999,8.551863373,8.370217284,8.294726579,8.376635826,8.398841417,8.488711682
ADRA1A,6.469118561,6.468874762,6.468697227,6.468870276,6.468678377,6.468951372,6.468792378,6.468817473,6.469000818,6.469128598,6.468899847,6.469021288
ADRA1B,7.448192519,7.690376373,7.392092951,7.603693601,7.495410763,7.227087772,8.003756816,7.752485023,7.840951473,8.015045205,7.904699114,7.829320929
ADRA1D,7.29146991,7.532356772,7.352964131,7.777532709,7.455639048,7.475391703,7.601143707,8.029804407,7.811895258,7.846398267,7.803041353,7.890010417
ADRA2A,7.370583736,7.403624021,7.52185939,7.833462875,7.536404535,7.416880768,7.591840359,7.945889082,7.8747747,7.920871274,7.822065665,7.818460108
ADRA2B,6.797804092,6.797082987,6.797054992,6.797231093,6.79748445,6.797228719,6.797423764,6.797382953,6.797241017,6.797395254,6.797058238,6.797372897
ADRA2C,6.781689619,7.063818791,6.99801803,7.285028959,6.698096836,6.79380108,6.985499587,7.425828978,7.522183754,7.654179569,7.573381553,7.427772036
ADRB1,7.05565991,7.055345768,7.05536347,7.055811329,7.055735174,7.055552475,7.055631999,7.05582827,7.055645078,7.055604616,7.055725856,7.055880553
ADRB2,6.490438549,6.490676374,6.491240325,6.491374121,6.490722129,6.491086511,6.490774991,6.491236802,6.490461204,6.490753349,6.491126499,6.491176023
ADRB3,6.781152399,6.781092684,6.780909151,6.781066823,6.781086883,6.781038219,6.78119287,6.781296051,6.781304374,6.781308433,6.781269491,6.781373672
ADRBK1,7.718772299,7.718693226,7.718892239,7.718888123,7.718766677,7.718863337,7.719056691,7.718918467,7.718697287,7.718793281,7.718918101,7.718916638
ADRBK2,6.571140292,6.570862264,6.571007447,6.571211223,6.57127345,6.571121463,6.571388702,6.571346783,6.571299578,6.571117327,6.571120705,6.571587727
ADRM1,8.081443264,8.081462811,8.081848571,8.081123717,8.082260257,8.081821982,8.081380424,8.081075395,8.081112713,8.081378457,8.080563671,8.081178796
ADSL,9.152758775,9.077860801,9.121226926,8.93530791,9.143466446,9.057549903,9.025256389,8.9621668,9.002447341,9.032604741,9.013129821,8.917197239
ADSS,10.80841179,10.55563869,10.73254352,10.27113003,10.78404334,10.74674357,10.62932672,10.30552656,10.2962148,10.24226921,10.21100682,10.31067503
ADSSL1,6.994543566,7.010116334,6.994226797,6.994826378,6.994426828,6.994558485,6.9946791,6.995262762,7.096790448,6.998677934,7.061873764,7.003330191
ADTRP,6.90153693,6.901456582,6.901488154,6.901693895,6.901532275,6.901588997,6.901642888,6.901829968,6.901798285,6.901933717,6.901664677,6.901778699
AEBP1,7.685996477,7.740013655,7.976899915,7.84376706,7.925434656,8.146684365,7.780852643,7.395098003,7.481942177,7.565469698,7.535643861,7.766201545
